source_page,link_text,href,kind,target,local_exists,status,anchor_ok,notes,public_status
index.html,"07 Fiche raisonnement Activité sourcée pour distinguer affirmation, hypothèse et récit trop simplifié.",ressources/document-vrai-prudent-verifier.html,internal,ressources/document-vrai-prudent-verifier.html,yes,exists,n/a,,200
index.html,"08 Glossaire de départ Termes essentiels pour éviter les confusions entre os, jeu, talus et astragale.",ressources/glossaire-depart.md,internal,ressources/glossaire-depart.md,yes,exists,n/a,markdown linked publicly,200
index.html,09 Corrigé raisonné Réponses-types qui expliquent le raisonnement plutôt que de donner seulement le résultat.,ressources/corrige-raisonne.md,internal,ressources/corrige-raisonne.md,yes,exists,n/a,markdown linked publicly,200
index.html,"10 Banque d'activités Activités visibles sur le site, prêtes à compléter avec images, cartes et modèles validés.",#activites,internal,index.html,yes,exists,yes,,200
index.html,"11 Petit livre d'ouverture Un récit illustré pour entrer dans l'astragale par Achille et le fameux ""talon"".",ressources/recit-achille-astragale.html,internal,ressources/recit-achille-astragale.html,yes,exists,n/a,,200
index.html,"12 Droits et sources Espace prévu pour les crédits, les références, les versions et les droits d'images. Modèles 3D Comp",#recherche,internal,index.html,yes,exists,yes,,200
index.html,↑,#accueil,internal,index.html,yes,exists,yes,,200
ressources/activite-01-corrige-evaluation.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-corrige-evaluation.html,Retour à l'activité Corrigé raisonné · Évaluation formative Corrigé et évaluation Ce corrigé explique le raisonnement at,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-corrige-evaluation.html,Retour à l'activité Imprimer ou enregistrer en PDF Réponse anatomique attendue L'astragale se situe dans la région du ta,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-exemple-production.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-exemple-production.html,Retour à l'activité Exemple commenté · Activité 1 Exemple de production attendue Ce texte fictif montre un raisonnement ,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-exemple-production.html,Retour à l'activité Imprimer ou enregistrer en PDF Production fictive J'ai d'abord cherché près du bas de la patte posté,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-eleve-classe.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-eleve-classe.html,Retour à l'activité Fiche élève · Classe Où se cache l'astragale ? Tu vas chercher une zone du pied sans commencer par a,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-eleve-classe.html,"Retour à l'activité Imprimer ou enregistrer en PDF 1. Observer son propre mouvement Assis ou debout sans forcer, observe",activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-eleve-musee.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-eleve-musee.html,Retour à l'activité Fiche élève · Musée Trouver l'astragale au musée Ta mission est de retrouver la région dans laquelle,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-eleve-musee.html,Retour à l'activité Imprimer ou enregistrer en PDF Avant de commencer Règle du musée Ne touche que les objets explicitem,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-reperage.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-reperage.html,Retour à l'activité Planche imprimable · Activité 1 Repérer la région de l'astragale Cette planche sert à localiser une ,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-fiche-reperage.html,"Retour à l'activité Imprimer ou enregistrer en PDF Consigne Pour chaque mammifère, place un repère dans la région où tu ",activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,H Histoires d'os,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-01-trouver-astragale.html,Retour aux activités Dossier pédagogique · Activité 1 Trouver l'astragale Cette activité transforme un petit os en enquê,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-01-trouver-astragale.html,Retour au site Imprimer ou enregistrer en PDF Principe de l'enquête L'astragale est présenté comme un os du tarse situé ,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-01-trouver-astragale.html,"01 Fiche élève — musée Mission devant un squelette, une vitrine, un modèle ou une photographie.",activite-01-fiche-eleve-musee.html,internal,ressources/activite-01-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,"02 Fiche élève — classe Observation du mouvement, document anatomique et explication courte.",activite-01-fiche-eleve-classe.html,internal,ressources/activite-01-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,"03 Planche de repérage Zones à annoter pour humain, mouton et troisième mammifère à valider.",activite-01-fiche-reperage.html,internal,ressources/activite-01-fiche-reperage.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,"04 Guide enseignant Déroulement, analyse a priori, relances, différenciation et évaluation.",document-mission-astragale.html,internal,ressources/document-mission-astragale.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,"05 Guide du musée Organisation d'une station, contraintes de collection et médiation orale.",document-musee-ou-est-l-os.html,internal,ressources/document-musee-ou-est-l-os.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,"06 Corrigé et évaluation Raisonnement attendu, grille formative et relances associées.",activite-01-corrige-evaluation.html,internal,ressources/activite-01-corrige-evaluation.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,07 Exemple de production Réponse fictive d'élève avec annotations discrètes. Bloc 3D réservé Modèle à intégrer Modèle 3D,activite-01-exemple-production.html,internal,ressources/activite-01-exemple-production.html,yes,exists,n/a,,200
ressources/activite-01-trouver-astragale.html,assets/activite-01/README.md . Sources scientifiques principales,../assets/activite-01/README.md,internal,assets/activite-01/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-01-trouver-astragale.html,"NCBI Bookshelf, Anatomy, Bony Pelvis and Lower Limb: Foot Talus : repères anatomiques sur le talus, ses articulations et",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-01-trouver-astragale.html,"Ünal et al., 2025, Animals , Shape and Size Variations in the Astragalus of Large and Small Bovids : étude ouverte sur l",https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,external,https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,n/a,200,n/a,,n/a
ressources/activite-01-trouver-astragale.html,"National Research Council, 2009, Learning Science in Informal Environments : appui pour les apprentissages scientifiques",https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,external,https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,n/a,200,n/a,,n/a
ressources/activite-01-trouver-astragale.html,Plan d'études romand : correspondances à vérifier avec les objectifs officiels avant l'ajout de codes précis.,https://www.plandetudes.ch/,external,https://www.plandetudes.ch/,n/a,200,n/a,,n/a
ressources/activite-02-associer-astragale-animal.html,H Histoires d'os,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-02-associer-astragale-animal.html,Retour aux activités Dossier pédagogique · Activité 2 À quel animal appartient cet astragale ? Cette activité invite les,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-02-associer-astragale-animal.html,Retour au site Imprimer ou enregistrer en PDF Question directrice Comment peut-on associer un os à un animal sans se fie,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-02-associer-astragale-animal.html,"01 Fiche élève — musée Enquête courte ou complète avec objets pédagogiques, vitrines ou photographies.",activite-02-fiche-eleve-musee.html,internal,ressources/activite-02-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,"02 Fiche élève — classe Observation, critères, classement libre, association et argumentation.",activite-02-fiche-eleve-classe.html,internal,ressources/activite-02-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,03 Cartes des animaux Cartes découpables avec codes neutres et zones de validation adulte.,activite-02-cartes-animaux.html,internal,ressources/activite-02-cartes-animaux.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,"04 Cartes des astragales Os A à D, vues à remplacer par des images validées et orientées.",activite-02-cartes-astragales.html,internal,ressources/activite-02-cartes-astragales.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,05 Grille d'association Support de groupe et version individuelle avec certitude et limites.,activite-02-grille-association.html,internal,ressources/activite-02-grille-association.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,"06 Guide enseignant Déroulement, analyse a priori, relances, différenciation et sources.",activite-02-guide-enseignant.html,internal,ressources/activite-02-guide-enseignant.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,"07 Guide du musée Répliques, vitrines, circulation, conservation et médiation orale.",activite-02-guide-musee.html,internal,ressources/activite-02-guide-musee.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,08 Corrigé et évaluation Structure de correction raisonnée à compléter après validation du jeu.,activite-02-corrige-evaluation.html,internal,ressources/activite-02-corrige-evaluation.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,"09 Exemple de production attendue Production fictive montrant observation, révision et prudence. Modèles 3D et répliques",activite-02-exemple-production.html,internal,ressources/activite-02-exemple-production.html,yes,exists,n/a,,200
ressources/activite-02-associer-astragale-animal.html,assets/activite-02/README.md . Sources scientifiques principales,../assets/activite-02/README.md,internal,assets/activite-02/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-02-associer-astragale-animal.html,"NCBI Bookshelf, Anatomy, Bony Pelvis and Lower Limb: Talus : repères anatomiques sur le talus/astragale.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-02-associer-astragale-animal.html,"Ünal et al., 2025, Animals , Shape and Size Variations in the Astragalus of Large and Small Bovids : exemple de comparai",https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,external,https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,n/a,200,n/a,,n/a
ressources/activite-02-associer-astragale-animal.html,"National Research Council, 2009, Learning Science in Informal Environments : apprentissages scientifiques actifs et situ",https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,external,https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,n/a,200,n/a,,n/a
ressources/activite-02-associer-astragale-animal.html,Plan d'études romand : correspondances à vérifier avant l'ajout de codes précis.,https://www.plandetudes.ch/,external,https://www.plandetudes.ch/,n/a,200,n/a,,n/a
ressources/activite-02-cartes-animaux.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-cartes-animaux.html,Retour à l'activité Cartes imprimables · Activité 2 Cartes des animaux Ces cartes sont prévues pour trois animaux de bas,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-cartes-animaux.html,Retour à l'activité Imprimer ou enregistrer en PDF Notice Le recto ne doit pas révéler l'association avec les os. Les in,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-cartes-astragales.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-cartes-astragales.html,Retour à l'activité Cartes imprimables · Activité 2 Cartes des astragales Les astragales sont présentés sous codes neutr,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-cartes-astragales.html,Retour à l'activité Imprimer ou enregistrer en PDF Consigne d'usage Le texte alternatif et les crédits élèves ne doivent,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-corrige-evaluation.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-corrige-evaluation.html,Retour à l'activité Corrigé raisonné · Activité 2 Corrigé et évaluation Ce document ne fournit pas de paires définitives,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-corrige-evaluation.html,Retour à l'activité Imprimer ou enregistrer en PDF Tableau de correction à compléter après validation Correction raisonn,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-exemple-production.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-exemple-production.html,Retour à l'activité Exemple commenté · Activité 2 Exemple de production attendue Cette production fictive montre le type,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-exemple-production.html,Retour à l'activité Imprimer ou enregistrer en PDF Grille fictive complétée Exemple d'un élève d'environ 10 ou 11 ans Os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-classe.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-classe.html,Retour à l'activité Fiche élève · Classe Comparer des astragales — Retrouve leur animal Tu vas observer des astragales c,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-classe.html,Retour à l'activité Imprimer ou enregistrer en PDF Phase 1 — Observation individuelle Ce que je vois Formes importantes ,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-classe.html,Utiliser la grille d'association Phase 5 — Confrontation aux squelettes ou aux pattes Où se situe l'astragale dans le me,activite-02-grille-association.html,internal,ressources/activite-02-grille-association.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-musee.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-musee.html,"Retour à l'activité Fiche élève · Musée Enquête au musée — Quel animal a porté cet os ? Observe des os codés, compare le",activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-fiche-eleve-musee.html,Retour à l'activité Imprimer ou enregistrer en PDF Avant de commencer Règle du musée Ne touche que les objets explicitem,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-grille-association.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-grille-association.html,"Retour à l'activité Grille imprimable · Activité 2 Associer, justifier, vérifier Cette grille peut recevoir des cartes p",activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-grille-association.html,Retour à l'activité Imprimer ou enregistrer en PDF Version groupe Associations discutées par le groupe Astragale Animal ,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-enseignant.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-enseignant.html,Retour à l'activité Guide enseignant · Activité 2 À quel animal appartient cet astragale ? Un guide pour organiser une c,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-enseignant.html,Retour à l'activité,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-enseignant.html,Fiche élève classe Imprimer ou enregistrer en PDF Présentation Question directrice : comment associer un os à un animal ,activite-02-fiche-eleve-classe.html,internal,ressources/activite-02-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-02-guide-enseignant.html,"NCBI Bookshelf, Talus : anatomie du talus/astragale.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-02-guide-enseignant.html,"Ünal et al., 2025, Animals : variation de forme des astragales de bovidés.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,external,https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,n/a,200,n/a,,n/a
ressources/activite-02-guide-enseignant.html,"National Research Council, 2009 : apprentissages scientifiques en environnement informel.",https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,external,https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,n/a,200,n/a,,n/a
ressources/activite-02-guide-enseignant.html,Plan d'études romand : correspondances à vérifier avant tout code précis.,https://www.plandetudes.ch/,external,https://www.plandetudes.ch/,n/a,200,n/a,,n/a
ressources/activite-02-guide-musee.html,H Histoires d'os,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-musee.html,Retour à l'activité Guide de médiation · Activité 2 Comparer des astragales au musée Un guide pour animer une station de,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-musee.html,Retour à l'activité,activite-02-associer-astragale-animal.html,internal,ressources/activite-02-associer-astragale-animal.html,yes,exists,n/a,,200
ressources/activite-02-guide-musee.html,"Fiche élève musée Imprimer ou enregistrer en PDF Objectifs Faire observer de vrais objets, des répliques ou des images v",activite-02-fiche-eleve-musee.html,internal,ressources/activite-02-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,H Histoires d'os,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-03-achille-histoire-transformee.html,Retour aux activités Dossier pédagogique · Activité 3 Achille : comment une histoire se transforme-t-elle ? Les élèves p,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-03-achille-histoire-transformee.html,Retour au site Imprimer ou enregistrer en PDF Une enquête sur les récits Le but n'est pas de décider qu'une histoire est,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/activite-03-achille-histoire-transformee.html,"Lire le récit d'ouverture Atelier critique existant L'atelier ""Vrai, prudent, à vérifier"" complète l'activité en travail",recit-achille-astragale.html,internal,ressources/recit-achille-astragale.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,Ouvrir l'atelier critique Documents imprimables,document-vrai-prudent-verifier.html,internal,ressources/document-vrai-prudent-verifier.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,01 Lire le récit d'ouverture Album introductif existant.,recit-achille-astragale.html,internal,ressources/recit-achille-astragale.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,02 Fiche élève — musée Deux stations : corps et récits.,activite-03-fiche-eleve-musee.html,internal,ressources/activite-03-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,03 Fiche élève — classe Enquête puis album collectif.,activite-03-fiche-eleve-classe.html,internal,ressources/activite-03-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,04 Corpus d'images Documents à observer avec métadonnées adultes.,activite-03-corpus-images.html,internal,ressources/activite-03-corpus-images.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,05 Schéma du talus Fiche anatomique avec emplacement validé.,activite-03-schema-talus.html,internal,ressources/activite-03-schema-talus.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,06 Cartes chronologiques Classement des transformations du récit.,activite-03-cartes-chronologiques.html,internal,ressources/activite-03-cartes-chronologiques.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,07 Questionnaire Questions progressives 8-10 et 10-12 ans.,activite-03-questionnaire.html,internal,ressources/activite-03-questionnaire.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,08 Modèle d'album collectif Pages prêtes à imprimer et remplir.,activite-03-album-classe.html,internal,ressources/activite-03-album-classe.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,"09 Guide enseignant Déroulement, relances et analyse a priori.",activite-03-guide-enseignant.html,internal,ressources/activite-03-guide-enseignant.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,10 Guide du musée Stations et contraintes de médiation.,activite-03-guide-musee.html,internal,ressources/activite-03-guide-musee.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,"11 Corrigé et évaluation Chronologie, questionnaire et grille formative.",activite-03-corrige-evaluation.html,internal,ressources/activite-03-corrige-evaluation.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,"12 Exemple de production Chronologie, questionnaire et page d'album fictive.",activite-03-exemple-production.html,internal,ressources/activite-03-exemple-production.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,13 Prolongement avec illustration IA Cadre critique et traçabilité.,activite-03-prolongement-illustration-ia.html,internal,ressources/activite-03-prolongement-illustration-ia.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,"14 Atelier « Vrai, prudent, à vérifier » Ressource critique complémentaire. Limites scientifiques La tradition moderne d",document-vrai-prudent-verifier.html,internal,ressources/document-vrai-prudent-verifier.html,yes,exists,n/a,,200
ressources/activite-03-achille-histoire-transformee.html,"Barbara Carè, 2025, From the astragalus to the heel : discussion savante sur les images, le ""talon"", talus et l'astragal",https://academic.oup.com/bics/article/68/1/1/8101479,external,https://academic.oup.com/bics/article/68/1/1/8101479,n/a,403,n/a,,n/a
ressources/activite-03-achille-histoire-transformee.html,"van Drie & van Boxtel, 2008 : cadre sur le raisonnement historique et les sources.",https://link.springer.com/article/10.1007/s10649-007-9098-3,external,https://link.springer.com/article/10.1007/s10649-007-9098-3,n/a,404,n/a,,n/a
ressources/activite-03-achille-histoire-transformee.html,"NCBI Bookshelf, Talus : repère anatomique pour le talus/astragale.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/activite-03-achille-histoire-transformee.html,"assets/activite-03/README.md : suivi des images, licences et validations.",../assets/activite-03/README.md,internal,assets/activite-03/README.md,yes,exists,n/a,markdown linked publicly,200
ressources/activite-03-album-classe.html,H Histoires d'os,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-album-classe.html,Retour à l'activité Production finale · Activité 3 Construire un petit album documentaire Chaque groupe produit une page,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/activite-03-album-classe.html,Retour à l'activité,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
